Fecha,Hora,Tipo,Brazo,Numero,Tiempo_Segundos
2026-04-28,14:18:11,BRAZO_ACTIVO,Alpha,,
2026-04-28,14:18:11,BRAZO_ACTIVO,Alpha,,
2026-04-28,14:18:12,BRAZO_ACTIVO,Omega,,
2026-04-28,14:18:13,BRAZO_ACTIVO,Beta,,
2026-04-28,14:18:40,BRAZO_INACTIVO,Beta,,24,40
2026-04-28,14:18:40,BRAZO_INACTIVO,Alpha,,26,75
2026-04-28,14:18:44,BRAZO_ACTIVO,Paletizador,,
2026-04-28,14:18:45,BRAZO_INACTIVO,Omega,,29,87
2026-04-28,14:18:47,DRON,,1,32,87
2026-04-28,14:18:47,BRAZO_ACTIVO,Alpha,,
2026-04-28,14:18:49,BRAZO_ACTIVO,Omega,,
2026-04-28,14:18:50,BRAZO_ACTIVO,Beta,,
2026-04-28,14:18:52,BRAZO_INACTIVO,Paletizador,,6,31
2026-04-28,14:18:52,CAJA,,1,
2026-04-28,14:19:16,BRAZO_INACTIVO,Beta,,22,76
2026-04-28,14:19:16,BRAZO_INACTIVO,Alpha,,25,44
2026-04-28,14:19:22,BRAZO_INACTIVO,Omega,,29,77
2026-04-28,14:19:22,BRAZO_ACTIVO,Paletizador,,
2026-04-28,14:19:24,DRON,,2,32,45
2026-04-28,14:19:24,BRAZO_ACTIVO,Alpha,,
2026-04-28,14:19:26,BRAZO_ACTIVO,Omega,,
2026-04-28,14:19:27,BRAZO_ACTIVO,Beta,,
2026-04-28,14:19:29,BRAZO_INACTIVO,Paletizador,,4,72
2026-04-28,14:19:29,CAJA,,2,
2026-04-28,14:19:53,BRAZO_INACTIVO,Beta,,23,01
2026-04-28,14:19:54,BRAZO_INACTIVO,Alpha,,25,78
2026-04-28,14:19:59,BRAZO_INACTIVO,Omega,,29,41
2026-04-28,14:19:59,BRAZO_ACTIVO,Paletizador,,
2026-04-28,14:20:00,DRON,,3,31,96
2026-04-28,14:20:00,BRAZO_ACTIVO,Alpha,,
2026-04-28,14:20:02,BRAZO_ACTIVO,Omega,,
2026-04-28,14:20:03,BRAZO_ACTIVO,Beta,,
2026-04-28,14:20:07,BRAZO_INACTIVO,Paletizador,,5,99
2026-04-28,14:20:07,CAJA,,3,
2026-04-28,14:20:29,BRAZO_INACTIVO,Alpha,,24,97
2026-04-28,14:20:29,BRAZO_INACTIVO,Beta,,22,69
2026-04-28,14:20:35,BRAZO_INACTIVO,Omega,,29,52
2026-04-28,14:20:35,BRAZO_ACTIVO,Paletizador,,
2026-04-28,14:20:36,DRON,,4,31,99
2026-04-28,14:20:36,BRAZO_ACTIVO,Alpha,,
2026-04-28,14:20:38,BRAZO_ACTIVO,Omega,,
2026-04-28,14:20:40,BRAZO_ACTIVO,Beta,,
2026-04-28,14:20:43,BRAZO_INACTIVO,Paletizador,,6,00
2026-04-28,14:20:43,CAJA,,4,
2026-04-28,14:21:05,BRAZO_INACTIVO,Alpha,,24,95
2026-04-28,14:21:05,BRAZO_INACTIVO,Beta,,22,66
2026-04-28,14:21:11,BRAZO_INACTIVO,Omega,,29,21
2026-04-28,14:21:11,BRAZO_ACTIVO,Paletizador,,
2026-04-28,14:21:12,DRON,,5,31,68
2026-04-28,14:21:13,BRAZO_ACTIVO,Alpha,,
2026-04-28,14:21:14,BRAZO_ACTIVO,Omega,,
2026-04-28,14:21:16,BRAZO_ACTIVO,Beta,,
2026-04-28,14:21:18,BRAZO_INACTIVO,Paletizador,,4,93
2026-04-28,14:21:18,CAJA,,5,
2026-04-28,14:21:41,BRAZO_INACTIVO,Beta,,22,12
2026-04-28,14:21:42,BRAZO_INACTIVO,Alpha,,25,38
2026-04-28,14:21:48,BRAZO_INACTIVO,Omega,,29,30
2026-04-28,14:21:48,BRAZO_ACTIVO,Paletizador,,
2026-04-28,14:21:49,DRON,,6,31,79
2026-04-28,14:21:49,BRAZO_ACTIVO,Alpha,,
2026-04-28,14:21:51,BRAZO_ACTIVO,Omega,,
2026-04-28,14:21:52,BRAZO_ACTIVO,Beta,,
2026-04-28,14:21:54,BRAZO_INACTIVO,Paletizador,,4,59
2026-04-28,14:21:54,CAJA,,6,
2026-04-28,14:22:18,BRAZO_INACTIVO,Alpha,,25,17
2026-04-28,14:22:18,BRAZO_INACTIVO,Beta,,22,84
2026-04-28,14:22:24,BRAZO_INACTIVO,Omega,,29,66
2026-04-28,14:22:24,BRAZO_ACTIVO,Paletizador,,
2026-04-28,14:22:25,DRON,,7,32,14
2026-04-28,14:22:25,BRAZO_ACTIVO,Alpha,,
2026-04-28,14:22:26,BRAZO_ACTIVO,Omega,,
2026-04-28,14:22:28,BRAZO_ACTIVO,Beta,,
2026-04-28,14:22:32,BRAZO_INACTIVO,Paletizador,,6,00
2026-04-28,14:22:32,CAJA,,7,
2026-04-28,14:22:53,BRAZO_INACTIVO,Alpha,,24,86
2026-04-28,14:22:54,BRAZO_INACTIVO,Beta,,22,90
2026-04-28,14:22:59,BRAZO_INACTIVO,Omega,,29,38
2026-04-28,14:22:59,BRAZO_ACTIVO,Paletizador,,
2026-04-28,14:23:01,DRON,,8,31,85
2026-04-28,14:23:01,BRAZO_ACTIVO,Alpha,,
2026-04-28,14:23:02,BRAZO_ACTIVO,Omega,,
2026-04-28,14:23:04,BRAZO_ACTIVO,Beta,,
2026-04-28,14:23:07,BRAZO_INACTIVO,Paletizador,,6,00
2026-04-28,14:23:07,CAJA,,8,
2026-04-28,14:23:30,BRAZO_INACTIVO,Alpha,,25,23
2026-04-28,14:23:30,BRAZO_INACTIVO,Beta,,22,95
2026-04-28,14:23:36,BRAZO_INACTIVO,Omega,,29,67
2026-04-28,14:23:36,BRAZO_ACTIVO,Paletizador,,
2026-04-28,14:23:37,DRON,,9,32,18
2026-04-28,14:23:37,BRAZO_ACTIVO,Alpha,,
2026-04-28,14:23:39,BRAZO_ACTIVO,Omega,,
2026-04-28,14:23:40,BRAZO_ACTIVO,Beta,,
2026-04-28,14:23:42,BRAZO_INACTIVO,Paletizador,,4,68
2026-04-28,14:23:42,CAJA,,9,
2026-04-28,14:24:06,BRAZO_INACTIVO,Alpha,,25,24
2026-04-28,14:24:06,BRAZO_INACTIVO,Beta,,23,19
2026-04-28,14:24:12,BRAZO_INACTIVO,Omega,,29,63
2026-04-28,14:24:12,BRAZO_ACTIVO,Paletizador,,
2026-04-28,14:24:14,DRON,,10,32,20
2026-04-28,14:24:14,BRAZO_ACTIVO,Alpha,,
2026-04-28,14:24:16,BRAZO_ACTIVO,Omega,,
2026-04-28,14:24:17,BRAZO_ACTIVO,Beta,,
2026-04-28,14:24:19,BRAZO_INACTIVO,Paletizador,,4,68
2026-04-28,14:24:19,CAJA,,10,
2026-04-28,14:24:43,BRAZO_INACTIVO,Alpha,,25,40
2026-04-28,14:24:43,BRAZO_INACTIVO,Beta,,23,35
2026-04-28,14:24:49,BRAZO_INACTIVO,Omega,,29,74
2026-04-28,14:24:49,BRAZO_ACTIVO,Paletizador,,
2026-04-28,14:24:51,DRON,,11,32,30
2026-04-28,14:24:51,BRAZO_ACTIVO,Alpha,,
2026-04-28,14:24:52,BRAZO_ACTIVO,Omega,,
2026-04-28,14:24:54,BRAZO_ACTIVO,Beta,,
2026-04-28,14:24:58,BRAZO_INACTIVO,Paletizador,,6,06
2026-04-28,14:24:58,CAJA,,11,
2026-04-28,14:25:20,BRAZO_INACTIVO,Alpha,,25,21
2026-04-28,14:25:21,BRAZO_INACTIVO,Beta,,23,53
2026-04-28,14:25:27,BRAZO_INACTIVO,Omega,,29,74
2026-04-28,14:25:27,BRAZO_ACTIVO,Paletizador,,
2026-04-28,14:25:28,DRON,,12,32,26
2026-04-28,14:25:28,BRAZO_ACTIVO,Alpha,,
2026-04-28,14:25:30,BRAZO_ACTIVO,Omega,,
2026-04-28,14:25:31,BRAZO_ACTIVO,Beta,,
2026-04-28,14:25:35,BRAZO_INACTIVO,Paletizador,,6,10
2026-04-28,14:25:35,CAJA,,12,
2026-04-28,14:25:58,BRAZO_INACTIVO,Alpha,,25,45
2026-04-28,14:25:58,BRAZO_INACTIVO,Beta,,23,77
2026-04-28,14:26:04,BRAZO_INACTIVO,Omega,,29,67
2026-04-28,14:26:04,BRAZO_ACTIVO,Paletizador,,
2026-04-28,14:26:05,DRON,,13,32,17
2026-04-28,14:26:05,BRAZO_ACTIVO,Alpha,,
2026-04-28,14:26:06,BRAZO_ACTIVO,Omega,,
2026-04-28,14:26:08,BRAZO_ACTIVO,Beta,,
